image,label
StandfordDogs/Images/n02085620-Chihuahua/n02085620_2903.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_2921.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_2937.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_2973.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_2981.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3006.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3033.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3045.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3093.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3110.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3208.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_326.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3402.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3407.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3409.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3423.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3485.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3488.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3593.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3651.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3677.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_368.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3681.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3742.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3763.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_382.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3826.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3838.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3875.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3877.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3880.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3928.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3942.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_3975.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4016.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4159.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4207.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4266.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4290.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_431.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4441.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4515.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4572.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4602.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4673.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4700.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_473.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_477.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4814.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4875.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4919.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4951.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4980.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_4998.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_500.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_5093.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_5312.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_5496.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_5661.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_5713.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_574.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_575.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_5771.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_588.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_5927.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_6295.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_6399.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_6931.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_7.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_712.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_7292.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_730.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_735.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_7436.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_7440.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_7613.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_7700.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_7738.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_806.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_8420.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_8491.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_8558.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_8578.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_8585.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_8611.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_8636.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_8637.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_9351.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_9357.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_9399.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_9414.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_949.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_952.jpg,1
StandfordDogs/Images/n02085620-Chihuahua/n02085620_9654.jpg,1
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1039.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1058.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1059.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1077.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1085.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1143.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1156.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1191.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1224.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_126.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1267.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1284.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1348.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1350.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1353.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1401.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1425.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_143.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1434.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1460.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1503.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1521.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1528.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1552.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1600.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1610.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1626.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1656.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1665.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1691.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_17.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_172.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1724.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1731.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1750.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1764.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1774.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1778.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1782.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1836.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1848.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1855.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_186.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1890.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_191.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1929.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1949.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_1964.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2010.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2014.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2045.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2074.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2100.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2118.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2128.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2162.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2182.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2207.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2241.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2250.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2255.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2269.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2279.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2293.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_23.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_230.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2323.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2345.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2354.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2428.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2459.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2491.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2549.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2584.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2635.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2640.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2655.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_267.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2690.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2695.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2715.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2762.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2796.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_28.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2874.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2886.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2914.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2922.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2939.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_2978.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3019.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3021.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3030.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3031.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3052.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3065.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3071.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_309.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3098.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3121.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_313.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3148.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3158.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3215.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3325.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3331.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3354.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3387.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3400.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3404.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3420.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3481.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3499.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3516.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3578.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3649.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3720.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3727.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3744.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3781.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_38.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_381.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3810.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_382.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_385.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3855.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3870.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3889.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3896.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3899.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3966.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3979.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_3990.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4042.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4208.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4269.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4294.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4332.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_435.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4351.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4365.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_440.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4436.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4438.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4458.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4511.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4564.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4574.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4579.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4590.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4616.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4698.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4772.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4780.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_4798.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_50.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_516.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_518.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_564.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_572.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_593.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_622.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_626.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_664.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_665.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_668.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_676.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_697.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_698.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_725.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_749.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_754.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_757.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_80.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_806.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_810.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_82.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_845.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_866.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_874.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_919.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_935.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_940.jpg,2
StandfordDogs/Images/n02085782-Japanese_spaniel/n02085782_962.jpg,2
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10073.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10130.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10148.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10197.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10199.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10273.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10297.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10307.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10377.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10397.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10447.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10610.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10625.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10646.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10661.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_10719.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_11541.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_1155.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_11653.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_11744.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_1244.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_1247.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_126.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_1288.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_13013.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_1325.jpg,3
StandfordDogs/Images/n02085936-Maltese_dog/n02085936_13378.jpg,3
